0:00:01,65
0:00:02,55.5
0:00:03,79
0:00:04,24
0:00:05,45.2
0:00:06,32.41
0:00:07,25.3
0:00:08,18.19
0:00:09,11.08
0:00:10,3.97
0:00:11,65
0:00:12,55.5
0:00:13,79
0:00:14,24
0:00:15,45.2
0:00:16,32.41
0:00:17,25.3
0:00:18,18.19
0:00:19,11.08
0:00:20,3.97
0:00:21,65
0:00:22,55.5
0:00:23,79
0:00:24,24
0:00:25,45.2
0:00:26,32.41
0:00:27,25.3
0:00:28,18.19
0:00:29,11.08
0:00:30,3.97
0:00:31,65
0:00:32,55.5
0:00:33,79
0:00:34,24
0:00:35,45.2
0:00:36,32.41
0:00:37,25.3
0:00:38,18.19
0:00:39,11.08
0:00:40,3.97
0:00:41,65
0:00:42,55.5
0:00:43,79
0:00:44,24
0:00:45,45.2
0:00:46,32.41
0:00:47,25.3
0:00:48,18.19
0:00:49,11.08
0:00:50,3.97
0:00:51,65
0:00:52,55.5
0:00:53,79
0:00:54,24
0:00:55,45.2
0:00:56,32.41
0:00:57,25.3
0:00:58,18.19
0:00:59,11.08
0:01:00,3.97
0:01:01,65
0:01:02,55.5
0:01:03,79
0:01:04,24
0:01:05,45.2
0:01:06,32.41
0:01:07,25.3
0:01:08,18.19
0:01:09,11.08
0:01:10,3.97
0:01:11,65
0:01:12,55.5
0:01:13,79
0:01:14,24
0:01:15,45.2
0:01:16,32.41
0:01:17,25.3
0:01:18,18.19
0:01:19,11.08
0:01:20,3.97
0:01:21,65
0:01:22,55.5
0:01:23,79
0:01:24,24
0:01:25,45.2
0:01:26,32.41
0:01:27,25.3
0:01:28,18.19
0:01:29,11.08
0:01:30,3.97
0:01:31,65
0:01:32,55.5
0:01:33,79
0:01:34,24
0:01:35,45.2
0:01:36,32.41
0:01:37,25.3
0:01:38,18.19
0:01:39,11.08
0:01:40,3.97
0:01:41,65
0:01:42,55.5
0:01:43,79
0:01:44,24
0:01:45,45.2
0:01:46,32.41
0:01:47,25.3
0:01:48,18.19
0:01:49,11.08
0:01:50,3.97
0:01:51,65
0:01:52,55.5
0:01:53,79
0:01:54,24
0:01:55,45.2
0:01:56,32.41
0:01:57,25.3
0:01:58,18.19
0:01:59,11.08
0:02:00,3.97
0:02:01,65
0:02:02,55.5
0:02:03,79
0:02:04,24
0:02:05,45.2
0:02:06,32.41
0:02:07,25.3
0:02:08,18.19
0:02:09,11.08
0:02:10,3.97
0:02:11,65
0:02:12,55.5
0:02:13,79
0:02:14,24
0:02:15,45.2
0:02:16,32.41
0:02:17,25.3
0:02:18,18.19
0:02:19,11.08
0:02:20,3.97
0:02:21,65
0:02:22,55.5
0:02:23,79
0:02:24,24
0:02:25,45.2
0:02:26,32.41
0:02:27,25.3
0:02:28,18.19
0:02:29,11.08
0:02:30,3.97
0:02:31,65
0:02:32,55.5
0:02:33,79
0:02:34,24
0:02:35,45.2
0:02:36,32.41
0:02:37,25.3
0:02:38,18.19
0:02:39,11.08
0:02:40,3.97
0:02:41,65
0:02:42,55.5
0:02:43,79
0:02:44,24
0:02:45,45.2
0:02:46,32.41
0:02:47,25.3
0:02:48,18.19
0:02:49,11.08
0:02:50,3.97
0:02:51,65
0:02:52,55.5
0:02:53,79
0:02:54,24
0:02:55,45.2
0:02:56,32.41
0:02:57,25.3
0:02:58,18.19
0:02:59,11.08
0:03:00,3.97
0:03:01,65
0:03:02,55.5
0:03:03,79
0:03:04,24
0:03:05,45.2
0:03:06,32.41
0:03:07,25.3
0:03:08,18.19
0:03:09,11.08
0:03:10,3.97
0:03:11,65
0:03:12,55.5
0:03:13,79
0:03:14,24
0:03:15,45.2
0:03:16,32.41
0:03:17,25.3
0:03:18,18.19
0:03:19,11.08
0:03:20,3.97
0:03:21,65
0:03:22,55.5
0:03:23,79
0:03:24,24
0:03:25,45.2
0:03:26,32.41
0:03:27,25.3
0:03:28,18.19
0:03:29,11.08
0:03:30,3.97
0:03:31,65
0:03:32,55.5
0:03:33,79
0:03:34,24
0:03:35,45.2
0:03:36,32.41
0:03:37,25.3
0:03:38,18.19
0:03:39,11.08
0:03:40,3.97
0:03:41,65
0:03:42,55.5
0:03:43,79
0:03:44,24
0:03:45,45.2
0:03:46,32.41
0:03:47,25.3
0:03:48,18.19
0:03:49,11.08
0:03:50,3.97
0:03:51,65
0:03:52,55.5
0:03:53,79
0:03:54,24
0:03:55,45.2
0:03:56,32.41
0:03:57,25.3
0:03:58,18.19
0:03:59,11.08
0:04:00,3.97
0:04:01,65
0:04:02,55.5
0:04:03,79
0:04:04,24
0:04:05,45.2
0:04:06,32.41
0:04:07,25.3
0:04:08,18.19
0:04:09,11.08
0:04:10,3.97
0:04:11,65
0:04:12,55.5
0:04:13,79
0:04:14,24
0:04:15,45.2
0:04:16,32.41
0:04:17,25.3
0:04:18,18.19
0:04:19,11.08
0:04:20,3.97
0:04:21,65
0:04:22,55.5
0:04:23,79
0:04:24,24
0:04:25,45.2
0:04:26,32.41
0:04:27,25.3
0:04:28,18.19
0:04:29,11.08
0:04:30,3.97
0:04:31,65
0:04:32,55.5
0:04:33,79
0:04:34,24
0:04:35,45.2
0:04:36,32.41
0:04:37,25.3
0:04:38,18.19
0:04:39,11.08
0:04:40,3.97
0:04:41,65
0:04:42,55.5
0:04:43,79
0:04:44,24
0:04:45,45.2
0:04:46,32.41
0:04:47,25.3
0:04:48,18.19
0:04:49,11.08
0:04:50,3.97
0:04:51,65
0:04:52,55.5
0:04:53,79
0:04:54,24
0:04:55,45.2
0:04:56,32.41
0:04:57,25.3
0:04:58,18.19
0:04:59,11.08
0:05:00,3.97
0:05:01,65
0:05:02,55.5
0:05:03,79
0:05:04,24
0:05:05,45.2
0:05:06,32.41
0:05:07,25.3
0:05:08,18.19
0:05:09,11.08
0:05:10,3.97
0:05:11,65
0:05:12,55.5
0:05:13,79
0:05:14,24
0:05:15,45.2
0:05:16,32.41
0:05:17,25.3
0:05:18,18.19
0:05:19,11.08
0:05:20,3.97
0:05:21,65
0:05:22,55.5
0:05:23,79
0:05:24,24
0:05:25,45.2
0:05:26,32.41
0:05:27,25.3
0:05:28,18.19
0:05:29,11.08
0:05:30,3.97
0:05:31,65
0:05:32,55.5
0:05:33,79
0:05:34,24
0:05:35,45.2
0:05:36,32.41
0:05:37,25.3
0:05:38,18.19
0:05:39,11.08
0:05:40,3.97
0:05:41,65
0:05:42,55.5
0:05:43,79
0:05:44,24
0:05:45,45.2
0:05:46,32.41
0:05:47,25.3
0:05:48,18.19
0:05:49,11.08
0:05:50,3.97
0:05:51,65
0:05:52,55.5
0:05:53,79
0:05:54,24
0:05:55,45.2
0:05:56,32.41
0:05:57,25.3
0:05:58,18.19
0:05:59,11.08
0:06:00,3.97
0:06:01,65
0:06:02,55.5
0:06:03,79
0:06:04,24
0:06:05,45.2
0:06:06,32.41
0:06:07,25.3
0:06:08,18.19
0:06:09,11.08
0:06:10,3.97
0:06:11,65
0:06:12,55.5
0:06:13,79
0:06:14,24
0:06:15,45.2
0:06:16,32.41
0:06:17,25.3
0:06:18,18.19
0:06:19,11.08
0:06:20,3.97
0:06:21,65
0:06:22,55.5
0:06:23,79
0:06:24,24
0:06:25,45.2
0:06:26,32.41
0:06:27,25.3
0:06:28,18.19
0:06:29,11.08
0:06:30,3.97
0:06:31,65
0:06:32,55.5
0:06:33,79
0:06:34,24
0:06:35,45.2
0:06:36,32.41
0:06:37,25.3
0:06:38,18.19
0:06:39,11.08
0:06:40,3.97
0:06:41,65
0:06:42,55.5
0:06:43,79
0:06:44,24
0:06:45,45.2
0:06:46,32.41
0:06:47,25.3
0:06:48,18.19
0:06:49,11.08
0:06:50,3.97
0:06:51,65
0:06:52,55.5
0:06:53,79
0:06:54,24
0:06:55,45.2
0:06:56,32.41
0:06:57,25.3
0:06:58,18.19
0:06:59,11.08
0:07:00,3.97
0:07:01,65
0:07:02,55.5
0:07:03,79
0:07:04,24
0:07:05,45.2
0:07:06,32.41
0:07:07,25.3
0:07:08,18.19
0:07:09,11.08
0:07:10,3.97
0:07:11,65
0:07:12,55.5
0:07:13,79
0:07:14,24
0:07:15,45.2
0:07:16,32.41
0:07:17,25.3
0:07:18,18.19
0:07:19,11.08
0:07:20,3.97
0:07:21,65
0:07:22,55.5
0:07:23,79
0:07:24,24
0:07:25,45.2
0:07:26,32.41
0:07:27,25.3
0:07:28,18.19
0:07:29,11.08
0:07:30,3.97
0:07:31,65
0:07:32,55.5
0:07:33,79
0:07:34,24
0:07:35,45.2
0:07:36,32.41
0:07:37,25.3
0:07:38,18.19
0:07:39,11.08
0:07:40,3.97
0:07:41,65
0:07:42,55.5
0:07:43,79
0:07:44,24
0:07:45,45.2
0:07:46,32.41
0:07:47,25.3
0:07:48,18.19
0:07:49,11.08
0:07:50,3.97
0:07:51,65
0:07:52,55.5
0:07:53,79
0:07:54,24
0:07:55,45.2
0:07:56,32.41
0:07:57,25.3
0:07:58,18.19
0:07:59,11.08
0:08:00,3.97
0:08:01,65
0:08:02,55.5
0:08:03,79
0:08:04,24
0:08:05,45.2
0:08:06,32.41
0:08:07,25.3
0:08:08,18.19
0:08:09,11.08
0:08:10,3.97
0:08:11,65
0:08:12,55.5
0:08:13,79
0:08:14,24
0:08:15,45.2
0:08:16,32.41
0:08:17,25.3
0:08:18,18.19
0:08:19,11.08
0:08:20,3.97
0:08:21,65
0:08:22,55.5
0:08:23,79
0:08:24,24
0:08:25,45.2
0:08:26,32.41
0:08:27,25.3
0:08:28,18.19
0:08:29,11.08
0:08:30,3.97
0:08:31,65
0:08:32,55.5
0:08:33,79
0:08:34,24
0:08:35,45.2
0:08:36,32.41
0:08:37,25.3
0:08:38,18.19
0:08:39,11.08
0:08:40,3.97
0:08:41,65
0:08:42,55.5
0:08:43,79
0:08:44,24
0:08:45,45.2
0:08:46,32.41
0:08:47,25.3
0:08:48,18.19
0:08:49,11.08
0:08:50,3.97
0:08:51,65
0:08:52,55.5
0:08:53,79
0:08:54,24
0:08:55,45.2
0:08:56,32.41
0:08:57,25.3
0:08:58,18.19
0:08:59,11.08
0:09:00,3.97
0:09:01,65
0:09:02,55.5
0:09:03,79
0:09:04,24
0:09:05,45.2
0:09:06,32.41
0:09:07,25.3
0:09:08,18.19
0:09:09,11.08
0:09:10,3.97
0:09:11,65
0:09:12,55.5
0:09:13,79
0:09:14,24
0:09:15,45.2
0:09:16,32.41
0:09:17,25.3
0:09:18,18.19
0:09:19,11.08
0:09:20,3.97
0:09:21,65
0:09:22,55.5
0:09:23,79
0:09:24,24
0:09:25,45.2
0:09:26,32.41
0:09:27,25.3
0:09:28,18.19
0:09:29,11.08
0:09:30,3.97
0:09:31,65
0:09:32,55.5
0:09:33,79
0:09:34,24
0:09:35,45.2
0:09:36,32.41
0:09:37,25.3
0:09:38,18.19
0:09:39,11.08
0:09:40,3.97
0:09:41,65
0:09:42,55.5
0:09:43,79
0:09:44,24
0:09:45,45.2
0:09:46,32.41
0:09:47,25.3
0:09:48,18.19
0:09:49,11.08
0:09:50,3.97
0:09:51,65
0:09:52,55.5
0:09:53,79
0:09:54,24
0:09:55,45.2
0:09:56,32.41
0:09:57,25.3
0:09:58,18.19
0:09:59,11.08
0:10:00,3.97
0:10:01,65
0:10:02,55.5
0:10:03,79
0:10:04,24
0:10:05,45.2
0:10:06,32.41
0:10:07,25.3
0:10:08,18.19
0:10:09,11.08
0:10:10,3.97
0:10:11,65
0:10:12,55.5
0:10:13,79
0:10:14,24
0:10:15,45.2
0:10:16,32.41
0:10:17,25.3
0:10:18,18.19
0:10:19,11.08
0:10:20,3.97
0:10:21,65
0:10:22,55.5
0:10:23,79
0:10:24,24
0:10:25,45.2
0:10:26,32.41
0:10:27,25.3
0:10:28,18.19
0:10:29,11.08
0:10:30,3.97
0:10:31,65
0:10:32,55.5
0:10:33,79
0:10:34,24
0:10:35,45.2
0:10:36,32.41
0:10:37,25.3
0:10:38,18.19
0:10:39,11.08
0:10:40,3.97
0:10:41,65
0:10:42,55.5
0:10:43,79
0:10:44,24
0:10:45,45.2
0:10:46,32.41
0:10:47,25.3
0:10:48,18.19
0:10:49,11.08
0:10:50,3.97
0:10:51,65
0:10:52,55.5
0:10:53,79
0:10:54,24
0:10:55,45.2
0:10:56,32.41
0:10:57,25.3
0:10:58,18.19
0:10:59,11.08
0:11:00,3.97
0:11:01,65
0:11:02,55.5
0:11:03,79
0:11:04,24
0:11:05,45.2
0:11:06,32.41
0:11:07,25.3
0:11:08,18.19
0:11:09,11.08
0:11:10,3.97
0:11:11,65
0:11:12,55.5
0:11:13,79
0:11:14,24
0:11:15,45.2
0:11:16,32.41
0:11:17,25.3
0:11:18,18.19
0:11:19,11.08
0:11:20,3.97
0:11:21,65
0:11:22,55.5
0:11:23,79
0:11:24,24
0:11:25,45.2
0:11:26,32.41
0:11:27,25.3
0:11:28,18.19
0:11:29,11.08
0:11:30,3.97
0:11:31,65
0:11:32,55.5
0:11:33,79
0:11:34,24
0:11:35,45.2
